date,team1,team2,moneyline1,moneyline2,implied_prob
2021-12-05,LV,WAS,110,-130,0.4572564612326044
2021-12-05,SEA,SF,-145,125,0.5711159737417943
2021-12-05,PIT,BAL,-200,170,0.6428571428571429
2021-12-05,KC,DEN,320,-420,0.2276707530647986
2021-12-06,BUF,NE,125,-145,0.42888402625820565
2021-12-09,MIN,PIT,150,-175,0.3859649122807018
2021-12-12,HOU,SEA,-450,350,0.7864077669902912
2021-12-12,KC,LV,360,-475,0.20833333333333334
2021-12-12,CAR,ATL,120,-140,0.43795620437956206
2021-12-12,WAS,DAL,-270,220,0.7001620745542949
2021-12-12,NYJ,NO,-210,175,0.6507042253521127
2021-12-12,CLE,BAL,140,-160,0.40372670807453415
2021-12-12,TEN,JAC,330,-430,0.22278268179907523
2021-12-12,DEN,DET,475,-700,0.16580310880829016
2021-12-12,LAC,NYG,330,-430,0.22278268179907523
2021-12-12,CIN,SF,-135,115,0.552594002855783
2021-12-12,TB,BUF,150,-175,0.3859649122807018
2021-12-12,GB,CHI,475,-700,0.16580310880829016
2021-12-13,ARI,LAR,150,-175,0.3859649122807018
2021-12-16,LAC,KC,-170,145,0.6067006554989074
2021-12-18,IND,NE,100,-120,0.4782608695652174
2021-12-19,JAC,HOU,180,-220,0.3418803418803419
2021-12-19,DET,ARI,-800,550,0.8524590163934427
2021-12-19,PIT,TEN,105,-125,0.4675324675324675
2021-12-19,NYG,DAL,-600,425,0.8181818181818182
2021-12-19,BUF,CAR,475,-700,0.16580310880829016
2021-12-19,MIA,NYJ,340,-440,0.21809369951534735
2021-12-19,SF,ATL,320,-420,0.2276707530647986
2021-12-19,DEN,CIN,140,-160,0.40372670807453415
2021-12-19,BAL,GB,-400,310,0.7663551401869159
2021-12-19,TB,NO,425,-600,0.18181818181818185
2021-12-20,CLE,LV,-145,125,0.5711159737417943
2021-12-20,CHI,MIN,-320,250,0.7272727272727274
2021-12-21,LAR,SEA,285,-360,0.2491874322860238
2021-12-21,PHI,WAS,360,-475,0.20833333333333334
2021-12-23,TEN,SF,-175,150,0.6140350877192983
2021-12-25,GB,CLE,350,-450,0.21359223300970873
2021-12-25,ARI,IND,145,-170,0.39329934450109244
2021-12-26,NE,BUF,-105,-115,0.4891657638136511
2021-12-26,CIN,BAL,285,-360,0.2491874322860238
2021-12-26,ATL,DET,300,-380,0.24000000000000005
2021-12-26,HOU,LAC,-700,475,0.8341968911917099
2021-12-26,NYJ,JAC,115,-135,0.447405997144217
2021-12-26,PHI,NYG,425,-600,0.18181818181818185
2021-12-26,MIN,LAR,-175,150,0.6140350877192983
2021-12-26,CAR,TB,-550,400,0.8088235294117646
2021-12-26,SEA,CHI,260,-330,0.2657601977750309
2021-12-26,KC,PIT,350,-450,0.21359223300970873
2021-12-26,LV,DEN,-110,-110,0.5
2021-12-26,DAL,WAS,360,-475,0.20833333333333334
2021-12-27,NO,MIA,-170,145,0.6067006554989074
2022-01-02,BUF,ATL,650,-1000,0.12790697674418605
2022-01-02,TEN,MIA,145,-170,0.39329934450109244
2022-01-02,BAL,LAR,-330,260,0.7342398022249692
2022-01-02,NE,JAC,800,-1400,0.10638297872340424
2022-01-02,IND,LV,310,-400,0.2336448598130841
2022-01-02,CIN,KC,-190,160,0.6301020408163266
2022-01-02,NYJ,TB,-900,600,0.863013698630137
2022-01-02,CHI,NYG,240,-300,0.28169014084507044
2022-01-02,WAS,PHI,-250,205,0.6853932584269663
2022-01-02,SF,HOU,475,-700,0.16580310880829016
2022-01-02,LAC,DEN,285,-360,0.2491874322860238
2022-01-02,NO,CAR,240,-300,0.28169014084507044
2022-01-02,DAL,ARI,230,-280,0.29141104294478526
2022-01-02,SEA,DET,330,-430,0.22278268179907523
2022-01-02,GB,MIN,550,-800,0.1475409836065574
2022-01-03,PIT,CLE,-125,105,0.5324675324675325
2022-01-08,DEN,KC,-700,475,0.8341968911917099
2022-01-08,PHI,DAL,-270,220,0.7001620745542949
2022-01-09,BAL,PIT,140,-160,0.40372670807453415
2022-01-09,JAC,IND,-1000,650,0.8720930232558138
2022-01-09,MIN,CHI,155,-180,0.37889039242219213
2022-01-09,NYG,WAS,-250,205,0.6853932584269663
2022-01-09,DET,GB,-200,170,0.6428571428571429
2022-01-09,CLE,CIN,220,-270,0.299837925445705
2022-01-09,HOU,TEN,-650,450,0.8265895953757225
2022-01-09,ATL,NO,-220,180,0.6581196581196581
2022-01-09,ARI,SEA,200,-240,0.32075471698113206
2022-01-09,TB,CAR,400,-550,0.19117647058823528
2022-01-09,LAR,SF,145,-170,0.39329934450109244
2022-01-09,BUF,NYJ,700,-1100,0.12000000000000002
2022-01-09,MIA,NE,-270,220,0.7001620745542949
2022-01-09,LV,LAC,-170,145,0.6067006554989074
2022-09-08,LAR,BUF,-130,110,0.5427435387673957
2022-09-11,MIA,NE,143,-170,0.3952569169960474
2022-09-11,CIN,PIT,260,-335,0.26508226691042047
2022-09-11,ATL,NO,-240,196,0.6763137852246763
2022-09-11,NYJ,BAL,-305,240,0.7191400832177531
2022-09-11,CAR,CLE,110,-130,0.4572564612326044
2022-09-11,WAS,JAC,135,-160,0.4088050314465409
2022-09-11,DET,PHI,-250,205,0.6853932584269663
2022-09-11,CHI,SF,-285,228,0.7082891347173814
2022-09-11,HOU,IND,-335,260,0.7349177330895795
2022-09-11,MIN,GB,110,-130,0.4572564612326044
2022-09-11,ARI,KC,-267,215,0.6962046272919167
2022-09-11,TEN,NYG,205,-250,0.31460674157303364
2022-09-11,LAC,LV,158,-190,0.37169956421430406
2022-09-11,DAL,TB,-140,118,0.5597945707997065
2022-09-12,SEA,DEN,-292,235,0.7139103780470004
2022-09-15,KC,LAC,175,-210,0.34929577464788736
2022-09-18,BAL,MIA,148,-175,0.38787023977433005
2022-09-18,PIT,NE,-155,130,0.5829926410466066
2022-09-18,JAC,IND,-165,140,0.5990922844175491
2022-09-18,NYG,CAR,-120,100,0.5217391304347826
2022-09-18,CLE,NYJ,215,-267,0.30379537270808327
2022-09-18,NO,TB,-145,122,0.5678250132298465
2022-09-18,DET,WAS,-110,-110,0.5
2022-09-18,LAR,ATL,400,-550,0.19117647058823528
2022-09-18,SF,SEA,310,-400,0.2336448598130841
2022-09-18,DAL,CIN,-350,275,0.7446808510638298
2022-09-18,DEN,HOU,360,-480,0.20803443328550933
2022-09-18,LV,ARI,196,-240,0.32368621477532367
2022-09-18,GB,CHI,360,-480,0.20803443328550933
2022-09-19,BUF,TEN,360,-480,0.20803443328550933
2022-09-19,PHI,MIN,122,-145,0.4321749867701534
2022-09-22,CLE,PIT,178,-215,0.34512983455680946
2022-09-25,NE,BAL,-140,118,0.5597945707997065
2022-09-25,IND,KC,-225,185,0.6636481241914618
2022-09-25,CHI,HOU,143,-170,0.3952569169960474
2022-09-25,TEN,LV,-130,110,0.5427435387673957
2022-09-25,CAR,NO,-130,110,0.5427435387673957
2022-09-25,WAS,PHI,-250,205,0.6853932584269663
2022-09-25,NYJ,CIN,-278,222,0.7031009456784693
2022-09-25,MIA,BUF,-205,170,0.644729178800233
2022-09-25,MIN,DET,228,-285,0.2917108652826186
2022-09-25,LAC,JAC,135,-160,0.4088050314465409
2022-09-25,ARI,LAR,-190,158,0.6283004357856959
2022-09-25,TB,GB,105,-125,0.4675324675324675
2022-09-25,SEA,ATL,-105,-115,0.4891657638136511
2022-09-25,DEN,SF,-130,110,0.5427435387673957
2022-09-26,NYG,DAL,110,-130,0.4572564612326044
2022-09-29,CIN,MIA,175,-210,0.34929577464788736
2022-10-02,NO,MIN,-220,180,0.6581196581196581
2022-10-02,IND,TEN,175,-210,0.34929577464788736
2022-10-02,PIT,NYJ,143,-170,0.3952569169960474
2022-10-02,DET,SEA,148,-175,0.38787023977433005
2022-10-02,NYG,CHI,130,-155,0.4170073589533933
2022-10-02,DAL,WAS,140,-165,0.40090771558245086
2022-10-02,BAL,BUF,-178,150,0.6154910096818811
2022-10-02,ATL,CLE,-120,100,0.5217391304347826
2022-10-02,PHI,JAC,228,-285,0.2917108652826186
2022-10-02,HOU,LAC,-250,205,0.6853932584269663
2022-10-02,CAR,ARI,-110,-110,0.5
2022-10-02,GB,NE,360,-480,0.20803443328550933
2022-10-02,LV,DEN,122,-145,0.4321749867701534
2022-10-02,TB,KC,110,-130,0.4572564612326044
2022-10-03,SF,LAR,110,-130,0.4572564612326044
2022-10-06,DEN,IND,150,-178,0.38450899031811897
2022-10-09,GB,NYG,345,-455,0.21513712569047388
2022-10-09,MIN,CHI,275,-350,0.2553191489361702
2022-10-09,JAC,HOU,250,-320,0.27272727272727276
2022-10-09,TB,ATL,400,-550,0.19117647058823528
2022-10-09,NO,SEA,185,-225,0.33635187580853815
2022-10-09,CLE,LAC,-125,105,0.5324675324675325
2022-10-09,WAS,TEN,-110,-110,0.5
2022-10-09,BUF,PIT,600,-900,0.136986301369863
2022-10-09,NYJ,MIA,-170,143,0.6047430830039525
2022-10-09,NE,DET,135,-160,0.4088050314465409
2022-10-09,CAR,SF,-260,210,0.6912521440823327
2022-10-09,ARI,PHI,-235,192,0.6719545632589111
2022-10-09,LAR,DAL,192,-235,0.3280454367410889
2022-10-09,BAL,CIN,140,-165,0.40090771558245086
2022-10-10,KC,LV,275,-350,0.2553191489361702
2022-10-13,CHI,WAS,-130,110,0.5427435387673957
2022-10-16,NYG,BAL,-267,215,0.6962046272919167
2022-10-16,IND,JAC,105,-125,0.4675324675324675
2022-10-16,MIA,MIN,-170,143,0.6047430830039525
2022-10-16,NO,CIN,-170,143,0.6047430830039525
2022-10-16,PIT,TB,-455,345,0.7848628743095261
2022-10-16,CLE,NE,118,-140,0.4402054292002935
2022-10-16,GB,NYJ,285,-365,0.24862986231787196
2022-10-16,ATL,SF,-190,158,0.6283004357856959
2022-10-16,SEA,ARI,-135,115,0.552594002855783
2022-10-16,LAR,CAR,345,-455,0.21513712569047388
2022-10-16,KC,BUF,-155,130,0.5829926410466066
2022-10-16,PHI,DAL,235,-292,0.28608962195299953
2022-10-17,LAC,DEN,162,-195,0.3660503784588659
2022-10-20,ARI,NO,126,-150,0.42444821731748733
2022-10-23,TEN,IND,118,-140,0.4402054292002935
2022-10-23,CAR,TB,-800,550,0.8524590163934427
2022-10-23,DAL,DET,250,-320,0.27272727272727276
2022-10-23,BAL,CLE,235,-292,0.28608962195299953
2022-10-23,WAS,GB,-205,170,0.644729178800233
2022-10-23,JAC,NYG,150,-178,0.38450899031811897
2022-10-23,CIN,ATL,235,-292,0.28608962195299953
2022-10-23,LV,HOU,260,-335,0.26508226691042047
2022-10-23,DEN,NYJ,-135,115,0.552594002855783
2022-10-23,LAC,SEA,185,-225,0.33635187580853815
2022-10-23,SF,KC,-120,100,0.5217391304347826
2022-10-23,MIA,PIT,250,-320,0.27272727272727276
2022-10-24,NE,CHI,328,-430,0.2235909551130611
2022-10-27,TB,BAL,110,-130,0.4572564612326044
2022-10-30,JAC,DEN,100,-120,0.4782608695652174
2022-10-30,DAL,CHI,360,-480,0.20803443328550933
2022-10-30,NYJ,NE,-165,140,0.5990922844175491
2022-10-30,PHI,PIT,430,-600,0.18041237113402062
2022-10-30,MIN,ARI,175,-210,0.34929577464788736
2022-10-30,ATL,CAR,175,-210,0.34929577464788736
2022-10-30,NO,LV,-120,100,0.5217391304347826
2022-10-30,DET,MIA,-195,162,0.6339496215411342
2022-10-30,HOU,TEN,-125,105,0.5324675324675325
2022-10-30,IND,WAS,126,-150,0.42444821731748733
2022-10-30,LAR,SF,-110,-110,0.5
2022-10-30,SEA,NYG,148,-175,0.38787023977433005
2022-10-30,BUF,GB,400,-550,0.19117647058823528
2022-10-31,CLE,CIN,-165,140,0.5990922844175491
2022-11-03,HOU,PHI,-800,550,0.8524590163934427
2022-11-06,CHI,MIA,-195,162,0.6339496215411342
2022-11-06,WAS,MIN,-170,143,0.6047430830039525
2022-11-06,NYJ,BUF,-600,430,0.8195876288659794
2022-11-06,NE,IND,178,-215,0.34512983455680946
2022-11-06,DET,GB,-205,170,0.644729178800233
2022-11-06,ATL,LAC,-145,122,0.5678250132298465
2022-11-06,JAC,LV,-135,115,0.552594002855783
2022-11-06,CIN,CAR,270,-345,0.25849549811211153
2022-11-06,ARI,SEA,115,-135,0.447405997144217
2022-11-06,TB,LAR,135,-160,0.4088050314465409
2022-11-06,KC,TEN,600,-900,0.136986301369863
2022-11-07,NO,BAL,-125,105,0.5324675324675325
2022-11-10,CAR,ATL,-145,122,0.5678250132298465
2022-11-13,TB,SEA,122,-145,0.4321749867701534
2022-11-13,BUF,MIN,210,-260,0.30874785591766724
2022-11-13,TEN,DEN,115,-135,0.447405997144217
2022-11-13,NYG,HOU,185,-225,0.33635187580853815
2022-11-13,MIA,CLE,150,-178,0.38450899031811897
2022-11-13,PIT,NO,100,-120,0.4782608695652174
2022-11-13,KC,JAC,345,-455,0.21513712569047388
2022-11-13,CHI,DET,135,-160,0.4088050314465409
2022-11-13,LV,IND,180,-220,0.3418803418803419
2022-11-13,GB,DAL,-205,170,0.644729178800233
2022-11-13,LAR,ARI,148,-175,0.38787023977433005
2022-11-13,SF,LAC,300,-385,0.2395061728395062
2022-11-14,PHI,WAS,400,-550,0.19117647058823528
2022-11-17,GB,TEN,152,-180,0.38167938931297707
2022-11-20,NYG,DET,143,-170,0.3952569169960474
2022-11-20,BUF,CLE,285,-365,0.24862986231787196
2022-11-20,BAL,CAR,500,-700,0.15999999999999998
2022-11-20,NE,NYJ,150,-178,0.38450899031811897
2022-11-20,ATL,CHI,110,-130,0.4572564612326044
2022-11-20,IND,PHI,-305,240,0.7191400832177531
2022-11-20,HOU,WAS,-165,140,0.5990922844175491
2022-11-20,NO,LAR,110,-130,0.4572564612326044
2022-11-20,DEN,LV,122,-145,0.4321749867701534
2022-11-20,PIT,CIN,-190,158,0.6283004357856959
2022-11-20,MIN,DAL,-130,110,0.5427435387673957
2022-11-20,LAC,KC,-235,192,0.6719545632589111
2022-11-21,ARI,SF,-455,345,0.7848628743095261
2022-11-24,DET,BUF,-440,335,0.7799511002444988
2022-11-24,DAL,NYG,360,-480,0.20803443328550933
2022-11-24,MIN,NE,122,-145,0.4321749867701534
2022-11-27,TEN,CIN,-105,-115,0.4891657638136511
2022-11-27,NYJ,CHI,300,-385,0.2395061728395062
2022-11-27,CLE,TB,-178,150,0.6154910096818811
2022-11-27,CAR,DEN,-110,-110,0.5
2022-11-27,MIA,HOU,600,-900,0.136986301369863
2022-11-27,WAS,ATL,162,-195,0.3660503784588659
2022-11-27,JAC,BAL,-170,143,0.6047430830039525
2022-11-27,ARI,LAC,-145,122,0.5678250132298465
2022-11-27,SEA,LV,170,-205,0.35527082119976705
2022-11-27,SF,NO,328,-430,0.2235909551130611
2022-11-27,KC,LAR,800,-1400,0.10638297872340424
2022-11-27,PHI,GB,228,-285,0.2917108652826186
2022-11-28,IND,PIT,118,-140,0.4402054292002935
2022-12-01,NE,BUF,-220,180,0.6581196581196581
2022-12-04,NYG,WAS,-135,115,0.552594002855783
2022-12-04,MIN,NYJ,130,-155,0.4170073589533933
2022-12-04,ATL,PIT,-125,105,0.5324675324675325
2022-12-04,PHI,TEN,185,-225,0.33635187580853815
2022-12-04,BAL,DEN,320,-420,0.2276707530647986
2022-12-04,CHI,GB,-178,150,0.6154910096818811
2022-12-04,HOU,CLE,-365,285,0.7513701376821281
2022-12-04,DET,JAC,100,-120,0.4782608695652174
2022-12-04,SF,MIA,192,-235,0.3280454367410889
2022-12-04,LAR,SEA,-335,260,0.7349177330895795
2022-12-04,CIN,KC,-145,122,0.5678250132298465
2022-12-04,LV,LAC,118,-140,0.4402054292002935
2022-12-04,DAL,IND,430,-600,0.18041237113402062
2022-12-05,TB,NO,158,-190,0.37169956421430406
2022-12-08,LAR,LV,-278,222,0.7031009456784693
2022-12-11,TEN,JAC,150,-178,0.38450899031811897
2022-12-11,NYG,PHI,-345,270,0.7415045018878884
2022-12-11,DET,MIN,118,-140,0.4402054292002935
2022-12-11,CIN,CLE,180,-220,0.3418803418803419
2022-12-11,DAL,HOU,1150,-2400,0.07692307692307693
2022-12-11,BUF,NYJ,360,-480,0.20803443328550933
2022-12-11,PIT,BAL,110,-130,0.4572564612326044
2022-12-11,DEN,KC,-455,345,0.7848628743095261
2022-12-11,SF,TB,158,-190,0.37169956421430406
2022-12-11,SEA,CAR,162,-195,0.3660503784588659
2022-12-11,LAC,MIA,-170,143,0.6047430830039525
2022-12-12,ARI,NE,-130,110,0.5427435387673957
2022-12-15,SEA,SF,-190,158,0.6283004357856959
2022-12-17,MIN,IND,162,-195,0.3660503784588659
2022-12-17,CLE,BAL,135,-160,0.4088050314465409
2022-12-17,BUF,MIA,285,-365,0.24862986231787196
2022-12-18,HOU,KC,-1100,700,0.8800000000000001
2022-12-18,JAC,DAL,-210,175,0.6507042253521127
2022-12-18,CAR,PIT,122,-145,0.4321749867701534
2022-12-18,NO,ATL,196,-240,0.32368621477532367
2022-12-18,NYJ,DET,110,-130,0.4572564612326044
2022-12-18,CHI,PHI,-420,320,0.7723292469352013
2022-12-18,DEN,ARI,105,-125,0.4675324675324675
2022-12-18,LV,NE,115,-135,0.447405997144217
2022-12-18,LAC,TEN,130,-155,0.4170073589533933
2022-12-18,TB,CIN,-180,152,0.6183206106870229
2022-12-18,WAS,NYG,175,-210,0.34929577464788736
2022-12-19,GB,LAR,285,-365,0.24862986231787196
2022-12-22,NYJ,JAC,122,-145,0.4321749867701534
2022-12-24,NE,CIN,-150,126,0.5755517826825127
2022-12-24,KC,SEA,400,-550,0.19117647058823528
2022-12-24,CAR,DET,-120,100,0.5217391304347826
2022-12-24,CHI,BUF,-420,320,0.7723292469352013
2022-12-24,BAL,ATL,235,-292,0.28608962195299953
2022-12-24,CLE,NO,158,-190,0.37169956421430406
2022-12-24,MIN,NYG,185,-225,0.33635187580853815
2022-12-24,TEN,HOU,150,-178,0.38450899031811897
2022-12-24,SF,WAS,250,-320,0.27272727272727276
2022-12-24,DAL,PHI,162,-195,0.3660503784588659
2022-12-24,PIT,LV,118,-140,0.4402054292002935
2022-12-25,MIA,GB,158,-190,0.37169956421430406
2022-12-25,LAR,DEN,-190,158,0.6283004357856959
2022-12-25,ARI,TB,-365,285,0.7513701376821281
2022-12-26,IND,LAC,-195,162,0.6339496215411342
2022-12-29,TEN,DAL,-900,600,0.863013698630137
2023-01-01,NE,MIA,140,-165,0.40090771558245086
2023-01-01,KC,DEN,550,-800,0.1475409836065574
2023-01-01,ATL,ARI,235,-292,0.28608962195299953
2023-01-01,WAS,CLE,100,-120,0.4782608695652174
2023-01-01,PHI,NO,196,-240,0.32368621477532367
2023-01-01,NYG,IND,205,-250,0.31460674157303364
2023-01-01,HOU,JAC,-190,158,0.6283004357856959
2023-01-01,TB,CAR,162,-195,0.3660503784588659
2023-01-01,DET,CHI,180,-220,0.3418803418803419
2023-01-01,SEA,NYJ,-125,105,0.5324675324675325
2023-01-01,LV,SF,-455,345,0.7848628743095261
2023-01-01,GB,MIN,143,-170,0.3952569169960474
2023-01-01,LAC,LAR,222,-278,0.29689905432153063
2023-01-01,BAL,PIT,100,-120,0.4782608695652174
2023-01-07,LV,KC,-440,335,0.7799511002444988
2023-01-07,JAC,TEN,228,-285,0.2917108652826186
2023-01-08,MIA,NYJ,180,-220,0.3418803418803419
2023-01-08,PIT,CLE,130,-155,0.4170073589533933
2023-01-08,BUF,NE,320,-420,0.2276707530647986
2023-01-08,CHI,MIN,-292,235,0.7139103780470004
2023-01-08,NO,CAR,158,-190,0.37169956421430406
2023-01-08,IND,HOU,130,-155,0.4170073589533933
2023-01-08,CIN,BAL,500,-700,0.15999999999999998
2023-01-08,ATL,TB,196,-240,0.32368621477532367
2023-01-08,SF,ARI,700,-1100,0.12000000000000002
2023-01-08,DEN,LAC,215,-267,0.30379537270808327
2023-01-08,SEA,LAR,196,-240,0.32368621477532367
2023-01-08,WAS,DAL,-345,270,0.7415045018878884
2023-01-08,PHI,NYG,800,-1400,0.10638297872340424
2023-01-08,GB,DET,205,-250,0.31460674157303364
